HospitalOwnership,UrbanRuralDesi,TEACHINGDesignation,Category,Tot_ED_NmbVsts,EDStations,EDDXCount,PrimaryCareShortageArea,MentalHealthShortageArea,Visits_Per_Station,Bed_Size_Encoded,Burden_Status,KProto_Cluster,DBSCAN_Cluster,Visits_Volume_Bin,Capacity_Strain_Bin
Government,Rural,Non-Teaching,COVID-19 History,7991.666666666667,7.666666666666667,36.333333333333336,No,No,1042.3899447087679,1,Under-Burdened,4,0,Low Volume,Low Strain
Government,Frontier,Non-Teaching,COVID-19 History,1610.0,2.0,16.5,Yes,No,804.9959750201249,1,Under-Burdened,1,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,28485.0,10.0,33.0,Yes,Yes,2848.4971515028487,4,Overburdened,1,0,Medium Volume,High Strain
Government,Frontier,Non-Teaching,COVID-19 History,6546.333333333333,8.0,25.0,Yes,Yes,818.290643803362,3,Under-Burdened,1,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,64106.0,42.666666666666664,2879.6666666666665,No,Yes,1502.484022855307,3,Normal,3,0,High Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,15535.666666666666,12.0,92.66666666666667,Yes,Yes,1294.6378100240472,2,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,20035.333333333332,13.0,154.66666666666666,Yes,Yes,1541.1783016577167,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,88985.33333333333,40.666666666666664,808.3333333333334,Yes,Yes,2188.163396353263,4,Overburdened,3,0,High Volume,High Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,18720.666666666668,8.0,113.0,Yes,Yes,2340.080408232823,1,Overburdened,1,0,Low Volume,High Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,18771.0,12.0,53.333333333333336,Yes,Yes,1564.2486964594198,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,10002.666666666666,8.0,59.333333333333336,Yes,Yes,1250.3317704186202,1,Normal,1,0,Low Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,14433.0,8.0,135.0,No,No,1804.122744846569,3,Overburdened,4,0,Low Volume,High Strain
Government,Urban,Non-Teaching,COVID-19 History,102466.66666666667,42.666666666666664,616.6666666666666,No,Yes,2401.561937133921,6,Overburdened,3,3,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,36011.0,26.0,258.5,No,No,1385.0379288315658,6,Normal,2,0,Medium Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,12317.0,17.0,99.66666666666667,No,No,724.528985571185,6,Under-Burdened,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,57101.0,35.0,1864.3333333333333,No,No,1631.4566767266635,6,Normal,3,0,High Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,34882.0,50.5,99.0,Yes,No,690.7325364886066,6,Under-Burdened,3,0,Medium Volume,Low Strain
Nonprofit,Urban,Teaching,COVID-19 History,65446.0,41.0,36.5,Yes,No,1596.2435131113382,6,Normal,3,0,High Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,29986.333333333332,14.0,81.33333333333333,No,Yes,2141.879422467079,2,Overburdened,4,0,Medium Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,3751.5,4.0,12.5,Yes,Yes,937.8726553183618,3,Under-Burdened,1,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,20267.0,12.0,110.33333333333333,No,No,1688.915259237284,5,Normal,4,0,Low Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,33361.5,14.0,200.0,No,No,2382.9625835981547,4,Overburdened,4,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,46487.666666666664,30.666666666666668,5256.666666666667,No,No,1515.9016795972782,4,Normal,2,0,Medium Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,9859.5,8.0,10.5,Yes,Yes,1232.4359594550508,3,Normal,1,0,Low Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,6710.333333333333,9.0,77.0,No,No,745.591764157299,3,Under-Burdened,4,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,16033.333333333334,21.0,92.0,No,No,763.4916999245874,5,Under-Burdened,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,39767.5,37.0,258.0,No,No,1074.7970068116197,7,Under-Burdened,3,0,Medium Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,18635.5,9.0,64.5,Yes,No,2070.608810434655,3,Overburdened,4,0,Low Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,79359.66666666667,32.0,1480.0,No,No,2479.9888083368305,6,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,68964.66666666667,30.0,1196.6666666666667,Yes,No,2298.8214559484036,7,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Teaching,COVID-19 History,53635.333333333336,57.0,1196.0,Yes,No,940.9705951513575,6,Under-Burdened,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,62426.5,49.5,2189.0,Yes,No,1261.1411593654223,5,Normal,3,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,61938.666666666664,41.0,2339.0,No,No,1510.6988185287432,5,Normal,3,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,79005.0,53.0,1553.6666666666667,No,No,1490.6600961018685,5,Normal,3,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,40703.0,29.0,576.0,No,No,1403.5512401547448,6,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,32344.666666666668,18.0,150.0,No,No,1796.9249276342996,3,Overburdened,2,0,Medium Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,36378.0,15.0,287.5,No,No,2425.198383201078,5,Overburdened,4,0,Medium Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,29577.0,10.666666666666666,74.33333333333333,Yes,No,2772.841150461422,4,Overburdened,4,0,Medium Volume,High Strain
Nonprofit,Urban,Teaching,COVID-19 History,72059.5,64.0,499.5,No,No,1125.9295115735138,6,Normal,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,35037.666666666664,29.0,238.33333333333334,No,No,1208.19498567989,6,Normal,2,0,Medium Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,16074.666666666666,5.666666666666667,80.66666666666667,No,No,2836.700876410218,3,Overburdened,4,0,Low Volume,High Strain
Nonprofit,Urban,Teaching,COVID-19 History,54946.0,55.5,551.0,No,No,990.0178396364253,7,Under-Burdened,3,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,47234.0,37.0,1373.0,No,No,1276.5942495691215,6,Normal,3,0,Medium Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,4946.5,4.0,113.0,No,No,1236.621908445229,2,Normal,4,0,Low Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,6297.5,7.0,15.0,No,No,899.6415719406116,3,Under-Burdened,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,77714.0,71.0,342.0,No,No,1094.5632261178555,6,Normal,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,57211.0,61.0,964.6666666666666,No,No,937.8850921499849,7,Under-Burdened,0,0,High Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,12230.666666666666,8.0,6.666666666666667,No,No,1528.8314222940555,3,Normal,4,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,32363.666666666668,15.333333333333334,745.3333333333334,No,No,2110.672536517911,5,Overburdened,2,0,Medium Volume,High Strain
Government,Urban,Non-Teaching,COVID-19 History,31796.5,21.0,634.0,No,No,1514.1183266103208,5,Normal,2,0,Medium Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,6871.0,7.0,18.5,Yes,No,981.5700263285339,5,Under-Burdened,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,18475.333333333332,12.0,93.0,No,No,1539.609828102921,4,Normal,2,0,Low Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,46827.333333333336,41.333333333333336,74.0,Yes,Yes,1132.9190807453836,6,Normal,3,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,23936.333333333332,27.0,252.66666666666666,No,No,886.530535852888,5,Under-Burdened,2,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,50359.333333333336,40.0,554.6666666666666,No,No,1258.9830185875787,6,Normal,3,0,High Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,9195.333333333334,8.0,14.0,No,No,1149.4152298976294,3,Normal,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,43418.0,32.0,351.6666666666667,No,No,1356.8120759962262,6,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,21073.5,13.0,504.0,No,No,1621.037214586758,4,Normal,2,0,Low Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,46270.0,30.0,427.0,No,No,1542.3328192223937,5,Normal,4,0,Medium Volume,Medium Strain
Nonprofit,Urban,Teaching,COVID-19 History,49428.0,28.0,497.0,No,No,1765.285083826756,6,Overburdened,2,0,High Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,23054.5,13.0,166.0,No,No,1773.4217127525287,4,Overburdened,4,0,Low Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,52035.666666666664,30.0,335.6666666666667,No,No,1734.5216440483407,6,Normal,2,0,High Volume,High Strain
Government,Urban,Teaching,COVID-19 History,73969.0,72.66666666666667,852.3333333333334,Yes,No,1017.9218782676313,6,Under-Burdened,0,0,High Volume,Low Strain
Government,Urban,Teaching,COVID-19 History,105955.5,80.5,791.5,No,No,1316.2172277991021,7,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Teaching,COVID-19 History,99493.0,29.0,1049.0,Yes,Yes,3430.791920416579,3,Overburdened,2,4,High Volume,High Strain
Government,Urban,Teaching,COVID-19 History,50463.666666666664,50.666666666666664,1471.3333333333333,No,No,995.9932244750214,6,Under-Burdened,3,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,40780.666666666664,37.333333333333336,1570.3333333333333,No,No,1092.3389931234838,5,Normal,3,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,67262.0,33.0,1482.3333333333333,Yes,No,2038.2418065933919,5,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,92182.33333333333,80.0,2601.3333333333335,No,No,1152.2790226317886,6,Normal,0,0,High Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,64397.333333333336,35.0,354.6666666666667,Yes,Yes,1839.9232838314426,4,Overburdened,3,0,High Volume,High Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,77745.33333333333,38.0,582.3333333333334,Yes,Yes,2045.9292861589595,6,Overburdened,3,1,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,27449.0,19.0,407.3333333333333,No,No,1444.683450166605,3,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,29936.333333333332,31.0,184.66666666666666,No,No,965.6878605307977,6,Under-Burdened,2,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,14621.0,9.0,50.333333333333336,No,No,1624.553750495833,1,Normal,2,0,Low Volume,High Strain
Government,Rural,Non-Teaching,COVID-19 History,6284.0,3.6666666666666665,44.666666666666664,Yes,Yes,1713.8135077813424,1,Normal,1,0,Low Volume,High Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,9094.0,6.0,51.0,Yes,Yes,1515.6641405597659,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,28163.666666666668,19.0,241.33333333333334,Yes,Yes,1482.2974654574743,2,Normal,1,0,Medium Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,13366.0,9.0,95.66666666666667,Yes,Yes,1485.1094609894878,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,25567.333333333332,10.0,139.33333333333334,Yes,Yes,2556.7307766025565,1,Overburdened,1,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,57461.0,26.0,1516.0,Yes,Yes,2210.0376115239956,4,Overburdened,2,0,High Volume,High Strain
Government,Frontier,Non-Teaching,COVID-19 History,511.0,1.0,10.0,Yes,Yes,510.99489005109945,1,Under-Burdened,1,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,41278.666666666664,30.666666666666668,808.3333333333334,No,No,1346.0430393337915,5,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,14553.0,6.0,376.6666666666667,No,Yes,2425.495957506738,2,Overburdened,1,0,Low Volume,High Strain
Government,Urban,Non-Teaching,COVID-19 History,50028.333333333336,16.0,1014.3333333333334,Yes,Yes,3126.768879102784,5,Overburdened,1,0,High Volume,High Strain
Government,Urban,Non-Teaching,COVID-19 History,51527.5,19.0,176.0,Yes,Yes,2711.972256856707,4,Overburdened,1,0,High Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,24487.0,18.0,240.0,No,No,1360.3881331177038,4,Normal,4,0,Low Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,6034.5,8.0,35.5,No,No,754.3115571105536,3,Under-Burdened,1,0,Low Volume,Low Strain
Government,Rural,Non-Teaching,COVID-19 History,12749.5,15.0,71.5,Yes,Yes,849.9661000226,2,Under-Burdened,1,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,92289.0,35.666666666666664,1491.6666666666667,No,No,2587.5413305958887,6,Overburdened,3,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,27767.5,26.0,290.0,No,No,1067.9803584690928,5,Under-Burdened,2,0,Medium Volume,Low Strain
Investor Owned,Urban,Teaching,COVID-19 History,23505.0,30.0,93.0,No,Yes,783.4997388334205,5,Under-Burdened,4,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,5063.0,8.0,15.0,No,No,632.8742089072389,3,Under-Burdened,4,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,12153.0,11.0,22.0,No,Yes,1104.8171774389295,4,Normal,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,100965.66666666667,80.5,1862.0,No,No,1254.2317282527874,6,Normal,0,0,High Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,11960.0,12.0,37.333333333333336,No,No,996.6658361118033,3,Under-Burdened,4,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,11887.333333333334,11.0,47.0,No,No,1080.6656842433174,3,Normal,4,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,25199.5,23.0,289.5,No,No,1095.6299584217572,4,Normal,4,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,11411.0,10.0,19.0,Yes,No,1141.098858901141,4,Normal,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,34495.5,44.5,881.5,No,No,775.1796010832356,6,Under-Burdened,3,0,Medium Volume,Low Strain
Government,Urban,Teaching,COVID-19 History,42020.0,50.666666666666664,904.3333333333334,Yes,No,829.3419415772483,6,Under-Burdened,3,0,Medium Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,19240.0,12.0,77.0,Yes,No,1603.3319972233357,4,Normal,4,0,Low Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,27262.5,31.0,178.5,No,No,879.4352001821935,5,Under-Burdened,2,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,14340.0,20.0,198.0,No,No,716.9996415001792,4,Under-Burdened,2,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,53749.666666666664,36.0,902.3333333333334,No,No,1493.045881561329,6,Normal,3,0,High Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,4135.333333333333,8.0,18.666666666666668,No,No,516.916020521641,4,Under-Burdened,4,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,24221.0,24.0,107.33333333333333,Yes,No,1009.2079128300363,5,Under-Burdened,4,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,17550.0,17.5,61.5,No,No,1002.8565697962458,5,Under-Burdened,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,109291.5,72.0,3048.0,No,No,1517.9372891753765,5,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,26386.333333333332,14.0,125.66666666666667,No,Yes,1884.7367489975602,2,Overburdened,2,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,69937.5,69.0,284.5,No,No,1013.5868096251,6,Under-Burdened,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,112998.5,62.0,3854.6666666666665,No,No,1822.5561576522325,6,Overburdened,0,0,High Volume,High Strain
Government,Frontier,Non-Teaching,COVID-19 History,3495.0,3.0,15.333333333333334,Yes,Yes,1164.996116679611,1,Normal,1,0,Low Volume,Medium Strain
Government,Frontier,Non-Teaching,COVID-19 History,2546.6666666666665,2.0,8.333333333333334,Yes,Yes,1273.3269666984997,1,Normal,1,0,Low Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,44698.666666666664,30.0,338.0,No,Yes,1489.9550589038693,4,Normal,4,0,Medium Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,54417.5,28.0,373.0,No,Yes,1943.4814487566255,6,Overburdened,4,0,High Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,39938.5,29.0,248.0,Yes,Yes,1377.189180279593,6,Normal,4,0,Medium Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,45627.5,12.0,292.0,No,Yes,3802.2884980929184,3,Overburdened,4,5,Medium Volume,High Strain
Government,Rural,Non-Teaching,COVID-19 History,7767.0,7.0,68.0,Yes,Yes,1109.5698434716523,1,Normal,1,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,45660.666666666664,41.0,241.0,No,Yes,1113.6745251200343,4,Normal,3,0,Medium Volume,Low Strain
Government,Urban,Non-Teaching,COVID-19 History,37046.333333333336,28.0,448.6666666666667,No,Yes,1323.0828608037402,2,Normal,2,0,Medium Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,15067.333333333334,12.0,107.0,Yes,No,1255.6100647693906,2,Normal,4,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,54291.666666666664,41.0,1520.3333333333333,No,Yes,1324.1866688975604,5,Normal,3,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,47474.5,26.0,1560.5,No,Yes,1825.9416054070748,2,Overburdened,2,0,Medium Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,90694.33333333333,53.0,1252.3333333333333,No,Yes,1711.213513607513,3,Normal,3,6,High Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,35054.666666666664,21.0,425.0,No,No,1669.2690463798192,3,Normal,4,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,47299.5,58.5,643.5,No,Yes,808.5383233267823,3,Under-Burdened,0,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,95381.5,59.0,2521.5,No,No,1616.6353192143526,5,Normal,0,0,High Volume,High Strain
Government,Urban,Teaching,COVID-19 History,63503.666666666664,70.0,875.3333333333334,No,No,907.1951084959368,7,Under-Burdened,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,84523.33333333333,51.333333333333336,342.3333333333333,No,No,1646.5581208003657,7,Normal,3,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,106119.0,53.0,3270.5,No,No,2002.2449052368102,5,Overburdened,3,0,High Volume,High Strain
Government,Rural,Non-Teaching,COVID-19 History,21385.333333333332,18.0,116.33333333333333,Yes,No,1188.0734140332884,2,Normal,1,0,Low Volume,Medium Strain
Government,Rural,Non-Teaching,COVID-19 History,11297.666666666666,7.0,47.666666666666664,Yes,Yes,1613.9500753094162,1,Normal,1,0,Low Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,33224.0,15.0,36.333333333333336,No,No,2214.9318567120954,3,Overburdened,4,0,Medium Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,22289.0,12.0,3.3333333333333335,No,Yes,1857.4151188207343,3,Overburdened,4,0,Low Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,112998.5,80.5,3272.0,Yes,No,1403.7079001605093,6,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Teaching,COVID-19 History,40403.0,40.0,836.0,No,No,1010.074747481313,6,Under-Burdened,3,0,Medium Volume,Low Strain
Government,Rural,Non-Teaching,COVID-19 History,8291.666666666666,6.0,26.666666666666668,Yes,Yes,1381.9421412075424,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,75626.66666666667,52.0,1363.0,No,Yes,1454.35869467461,6,Normal,3,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,53317.333333333336,18.0,672.0,No,Yes,2962.0724284782805,6,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,62192.333333333336,43.0,784.3333333333334,No,Yes,1446.3329969768224,5,Normal,3,0,High Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,30790.0,16.0,87.5,Yes,Yes,1924.3737972663766,3,Overburdened,4,0,Medium Volume,High Strain
Investor Owned,Rural,Non-Teaching,COVID-19 History,22806.333333333332,15.333333333333334,101.33333333333333,Yes,Yes,1487.3685951943944,4,Normal,1,0,Low Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,35471.0,20.333333333333332,11.0,Yes,Yes,1744.4745518977616,3,Normal,4,0,Medium Volume,High Strain
Government,Urban,Teaching,COVID-19 History,57942.0,47.0,356.0,Yes,No,1232.8082483386704,6,Normal,3,0,High Volume,Medium Strain
Investor Owned,Rural,Non-Teaching,COVID-19 History,25407.666666666668,16.0,218.0,Yes,Yes,1587.9781741803079,1,Normal,1,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,23200.666666666668,15.0,273.0,No,Yes,1546.710079971058,2,Normal,2,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,79146.5,63.0,922.0,No,No,1256.2934513819919,7,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,86469.0,80.5,1792.6666666666667,No,Yes,1074.148934888331,7,Under-Burdened,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,112241.5,80.5,5331.625,No,No,1394.3041746205993,6,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Teaching,COVID-19 History,96961.66666666667,77.33333333333333,956.6666666666666,No,No,1253.8144930412295,6,Normal,0,0,High Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,17293.0,20.0,27.0,Yes,Yes,864.6495676752162,5,Under-Burdened,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,37200.666666666664,47.0,412.6666666666667,No,No,791.5033776943167,6,Under-Burdened,3,0,Medium Volume,Low Strain
Government,Urban,Non-Teaching,COVID-19 History,39953.666666666664,40.0,237.33333333333334,No,No,998.8414169563123,6,Under-Burdened,3,0,Medium Volume,Low Strain
Government,Urban,Teaching,COVID-19 History,60332.5,80.5,1241.5,No,No,749.4719565873346,6,Under-Burdened,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,63761.0,48.0,586.3333333333334,No,No,1328.3538899262728,6,Normal,3,0,High Volume,Medium Strain
Government,Urban,Non-Teaching,COVID-19 History,26922.5,8.0,477.0,No,No,3365.3082933646333,5,Overburdened,4,7,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,44178.666666666664,38.0,487.3333333333333,No,No,1162.5961852817054,4,Normal,3,0,Medium Volume,Low Strain
Government,Urban,Non-Teaching,COVID-19 History,77978.0,72.0,1805.0,No,Yes,1083.027627357274,5,Normal,0,0,High Volume,Low Strain
Nonprofit,Urban,Teaching,COVID-19 History,31841.333333333332,28.666666666666668,568.3333333333334,No,No,1110.7437985777447,5,Normal,2,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,10480.666666666666,12.0,30.666666666666668,No,No,873.3881610654213,5,Under-Burdened,2,0,Low Volume,Low Strain
Government,Urban,Teaching,COVID-19 History,43609.0,59.0,568.6666666666666,No,No,739.135467943141,6,Under-Burdened,0,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,20186.666666666668,19.0,153.66666666666666,No,No,1062.4555811637292,5,Under-Burdened,2,0,Low Volume,Low Strain
Nonprofit,Urban,Teaching,COVID-19 History,11045.666666666666,12.0,274.0,No,No,920.4714551626762,5,Under-Burdened,2,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,26493.666666666668,35.0,90.33333333333333,No,Yes,756.9616884871366,5,Under-Burdened,3,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,17995.0,16.0,57.0,No,No,1124.686797070752,3,Normal,2,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,49033.666666666664,28.0,462.3333333333333,No,Yes,1751.2017555231826,4,Overburdened,2,0,High Volume,High Strain
Government,Urban,Non-Teaching,COVID-19 History,41087.333333333336,25.333333333333332,224.33333333333334,Yes,Yes,1621.8677808416658,4,Normal,2,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,29388.666666666668,14.0,144.66666666666666,No,Yes,2099.1889767697785,2,Overburdened,2,0,Medium Volume,High Strain
Investor Owned,Urban,Non-Teaching,COVID-19 History,25987.0,11.0,119.0,No,Yes,2362.4523977705476,2,Overburdened,4,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,COVID-19 History,103851.33333333333,46.666666666666664,2654.3333333333335,No,Yes,2225.385237417449,2,Overburdened,3,8,High Volume,High Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,25632.666666666668,18.0,1132.6666666666667,No,Yes,1424.0362459057894,2,Normal,1,0,Medium Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,COVID-19 History,20801.333333333332,22.0,740.3333333333334,No,Yes,945.5147217357325,2,Under-Burdened,1,0,Low Volume,Low Strain
