Tot_ED_NmbVsts,EDStations,Visits_Per_Station,LICENSED_BED_SIZE,Category,HospitalOwnership,UrbanRuralDesi,TEACHINGDesignation,PrimaryCareShortageArea,MentalHealthShortageArea,Overburdened,Overburden_Prob
60332.5,80.5,749.4719565873346,300-499,COPD,Government,Urban,Teaching,No,No,0,0.0
63761.0,48.0,1328.3538899262728,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.019517706864881027
26922.5,8.0,3365.3082933646333,200-299,COPD,Government,Urban,Non-Teaching,No,No,1,0.9233333333333333
44178.666666666664,38.0,1162.5961852817054,150-199,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.056666666666666664
77978.0,72.0,1083.027627357274,200-299,COPD,Government,Urban,Non-Teaching,No,Yes,0,0.013333333333333334
31841.333333333332,28.666666666666668,1110.7437985777447,200-299,COPD,Nonprofit,Urban,Teaching,No,No,0,0.21
10480.666666666666,12.0,873.3881610654213,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.13333333333333333
43609.0,59.0,739.135467943141,300-499,COPD,Government,Urban,Teaching,No,No,0,0.0
20186.666666666668,19.0,1062.4555811637292,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.00865475126601132
11045.666666666666,12.0,920.4714551626762,200-299,COPD,Nonprofit,Urban,Teaching,No,No,0,0.08
26493.666666666668,35.0,756.9616884871366,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.006666666666666667
17995.0,16.0,1124.686797070752,100-149,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.08532141793267799
49033.666666666664,28.0,1751.2017555231826,150-199,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.98
41087.333333333336,25.333333333333332,1621.8677808416658,150-199,COPD,Government,Urban,Non-Teaching,Yes,Yes,0,0.11
29388.666666666668,14.0,2099.1889767697785,50-99,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.78
25987.0,11.0,2362.4523977705476,50-99,COPD,Investor Owned,Urban,Non-Teaching,No,Yes,1,0.9933333333333333
103851.33333333333,46.666666666666664,2225.385237417449,50-99,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9666666666666667
25632.666666666668,18.0,1424.0362459057894,50-99,COPD,Nonprofit,Rural,Non-Teaching,No,Yes,0,0.0033333333333333335
20801.333333333332,22.0,945.5147217357325,50-99,COPD,Nonprofit,Rural,Non-Teaching,No,Yes,0,0.0033333333333333335
19784.666666666668,11.0,1798.6044255111285,150-199,COPD,Investor Owned,Rural,Non-Teaching,No,Yes,1,0.8933333333333333
27192.666666666668,23.0,1182.2893410336198,100-149,COPD,Investor Owned,Urban,Non-Teaching,No,No,0,0.006666666666666667
33189.666666666664,15.0,2212.6429693491314,150-199,COPD,Government,Urban,Non-Teaching,No,No,1,0.9533333333333334
39927.666666666664,19.0,2101.4550343219116,100-149,COPD,Nonprofit,Urban,Non-Teaching,No,No,1,0.6995464726043283
13136.0,22.0,597.0906376860738,300-499,COPD,Investor Owned,Urban,Non-Teaching,No,No,0,0.27666666666666667
1620.0,7.0,231.42824081679885,100-149,COPD,Investor Owned,Rural,Non-Teaching,No,No,0,0.030307337199573136
41904.5,26.0,1611.7109185727236,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
14532.0,17.0,854.8230265746903,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.056666666666666664
32738.0,24.0,1364.0827649655146,150-199,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.07
22042.666666666668,22.0,1001.9389385126037,1-49,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.11
18819.5,10.0,1881.948118051882,50-99,COPD,Government,Rural,Non-Teaching,No,Yes,1,0.9566666666666667
48621.0,41.0,1185.8777595420097,200-299,COPD,Nonprofit,Urban,Non-Teaching,Yes,Yes,0,0.006666666666666667
35892.0,40.5,886.2220034019743,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.11356278071782941
9330.0,8.0,1166.2485421893223,1-49,COPD,Nonprofit,Rural,Non-Teaching,No,Yes,0,0.016666666666666666
52909.5,40.0,1322.7371693157077,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.5355639243529094
47574.333333333336,35.0,1359.266278304873,300-499,COPD,Investor Owned,Urban,Non-Teaching,No,No,0,0.15333333333333332
49958.666666666664,25.0,1998.3458673283196,300-499,COPD,Government,Urban,Non-Teaching,No,No,1,0.93
73416.5,80.5,912.0060978874412,200-299,COPD,Nonprofit,Urban,Teaching,No,No,0,0.03666666666666667
65069.0,36.0,1807.4717201467442,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,No,1,0.87
33380.333333333336,8.0,4172.536450996104,50-99,COPD,Government,Rural,Non-Teaching,No,No,1,0.9466666666666667
67463.5,30.0,2248.7825837391388,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,No,1,0.04275414419210138
28103.666666666668,13.333333333333334,2107.7734191699356,100-149,COPD,Nonprofit,Urban,Non-Teaching,Yes,No,1,0.9933333333333333
3986.3333333333335,6.0,664.3877815759197,100-149,COPD,Government,Frontier,Non-Teaching,Yes,Yes,0,0.0
24901.0,28.0,889.3211109567461,200-299,COPD,Investor Owned,Urban,Non-Teaching,No,Yes,0,0.013333333333333334
42502.0,26.0,1634.691678964739,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.01
9721.666666666666,11.0,883.7870753450829,1-49,COPD,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.09666666666666666
9916.0,7.0,1416.5694049008503,1-49,COPD,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.016666666666666666
57303.333333333336,51.0,1123.594550929173,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.031888952930265176
24714.666666666668,13.0,1901.1267427230187,100-149,COPD,Nonprofit,Urban,Non-Teaching,No,No,1,0.7433333333333333
57780.0,45.0,1283.99971466673,150-199,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
48864.0,27.0,1809.7771074899601,100-149,COPD,Nonprofit,Urban,Non-Teaching,No,No,1,0.7566666666666667
8867.0,9.0,985.2211275320806,1-49,COPD,Investor Owned,Rural,Non-Teaching,No,No,0,0.006053196402858152
17207.5,15.0,1147.1659018893988,50-99,COPD,Investor Owned,Urban,Non-Teaching,No,No,0,0.02249067024929094
35628.0,29.5,1207.728404159863,200-299,COPD,Investor Owned,Urban,Non-Teaching,No,Yes,0,0.006666666666666667
8424.666666666666,8.333333333333334,1010.9587868494557,50-99,COPD,Government,Urban,Non-Teaching,Yes,No,0,0.01
53276.0,30.0,1775.8660747113086,150-199,COPD,Nonprofit,Urban,Teaching,No,Yes,1,0.98
31739.5,34.0,933.5144313192848,100-149,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.01
77669.33333333333,33.0,2353.6154483993587,300-499,COPD,Investor Owned,Urban,Non-Teaching,No,No,1,0.7592975871313674
51875.333333333336,32.0,1621.1036600717728,200-299,COPD,Investor Owned,Urban,Non-Teaching,No,No,0,0.006666666666666667
72098.66666666667,40.0,1802.4662160501127,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,No,1,0.5355639243529094
18690.333333333332,12.0,1557.5264798390444,1-49,COPD,Government,Rural,Non-Teaching,Yes,No,0,0.0033333333333333335
28291.666666666668,14.0,2020.8318898819837,50-99,COPD,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.5966666666666667
59761.5,80.5,742.3787897666099,300-499,COPD,Government,Urban,Non-Teaching,Yes,Yes,0,0.0033333333333333335
33321.0,24.0,1388.3744215106578,150-199,COPD,Government,Rural,Non-Teaching,Yes,Yes,0,0.01
28867.333333333332,15.0,1924.4876058971515,100-149,COPD,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.8366666666666667
30663.666666666668,18.0,1703.536090628098,50-99,COPD,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.0
40721.5,38.5,1057.70102397376,200-299,COPD,Government,Urban,Non-Teaching,No,No,0,0.0033333333333333335
40176.0,28.0,1434.8566304083463,300-499,COPD,Investor Owned,Urban,Non-Teaching,No,No,0,0.24333333333333335
7952.0,6.0,1325.331124448126,1-49,COPD,Nonprofit,Rural,Non-Teaching,No,No,0,0.0
22600.333333333332,14.0,1614.3083707321161,100-149,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.17
45771.666666666664,31.0,1476.5049000521826,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.01
26971.5,11.0,2451.952316406985,1-49,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.93
59699.0,44.0,1356.7951461829211,200-299,COPD,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.0033333333333333335
36398.0,40.0,909.9497725125568,150-199,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.006666666666666667
69248.0,54.0,1282.3701328944198,150-199,COPD,Government,Urban,Non-Teaching,No,No,0,0.0
112998.5,80.0,1412.4810734398657,300-499,COPD,Nonprofit,Urban,Teaching,No,No,0,0.0
9934.0,5.0,1986.7960264079472,1-49,COPD,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.7633333333333333
15236.0,11.0,1385.0896499185,1-49,COPD,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.09666666666666666
26490.0,24.0,1103.7495401043584,100-149,COPD,Nonprofit,Rural,Non-Teaching,No,No,0,0.0033333333333333335
9268.0,9.0,1029.7766335815184,50-99,COPD,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.0
63937.0,48.0,1332.0205558290509,300-499,COPD,Nonprofit,Urban,Teaching,No,Yes,0,0.016666666666666666
11554.0,12.0,962.8325309728909,50-99,COPD,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.0
30623.0,20.0,1531.149234425383,150-199,COPD,Government,Rural,Non-Teaching,Yes,Yes,0,0.01
74433.0,36.0,2067.582759004789,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.98
45491.0,30.0,1516.3661612112796,200-299,COPD,Government,Urban,Teaching,No,Yes,0,0.016666666666666666
53560.0,40.0,1338.9996652500836,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.0
2364.0,2.0,1181.9940900295499,1-49,COPD,Nonprofit,Frontier,Non-Teaching,Yes,Yes,0,0.0033333333333333335
41196.0,26.0,1584.4609290534888,300-499,COPD,Nonprofit,Urban,Teaching,No,No,0,0.15666666666666668
33564.0,14.0,2397.4268589808153,150-199,COPD,Government,Urban,Non-Teaching,No,No,1,0.9566666666666667
31471.5,22.0,1430.5220770354194,100-149,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.09333333333333334
33640.5,16.0,2102.52993591879,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,No,1,0.6058274486581046
52043.0,50.0,1040.8597918280416,500+,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
29638.0,21.0,1411.3326612701612,150-199,COPD,Investor Owned,Urban,Non-Teaching,No,No,0,0.01
25109.5,16.0,1569.3427691607694,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.6058274486581046
50599.5,24.0,2108.3116215368245,300-499,COPD,Investor Owned,Urban,Non-Teaching,No,No,1,0.77
109217.0,29.0,3766.1021496199482,100-149,COPD,Nonprofit,Urban,Non-Teaching,Yes,Yes,1,0.9733333333333334
10799.0,13.0,830.6916686987164,1-49,COPD,Government,Rural,Non-Teaching,No,Yes,0,0.006666666666666667
6472.0,8.0,808.998988751264,150-199,COPD,Nonprofit,Rural,Non-Teaching,No,No,0,0.0
23312.0,18.0,1295.110391605338,100-149,COPD,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.06333333333333334
27460.0,23.0,1193.912524385859,150-199,COPD,Government,Urban,Non-Teaching,No,No,0,0.07333333333333333
112998.5,72.0,1569.4233931356398,200-299,COPD,Nonprofit,Urban,Teaching,No,No,0,0.03666666666666667
87345.0,64.0,1364.7654117554043,500+,COPD,Investor Owned,Urban,Teaching,Yes,Yes,0,0.0
51767.0,26.0,1991.0376957547323,100-149,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.51
99973.0,59.0,1694.4573399224846,200-299,COPD,Nonprofit,Urban,Teaching,No,No,0,0.21249067024929094
30920.5,20.0,1546.0242269878865,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.10825994156578744
56462.0,31.0,1821.3542511760481,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,No,1,0.5666412101625309
45169.5,29.0,1557.56842842468,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
107243.0,53.0,2023.4524484051983,200-299,COPD,Nonprofit,Urban,Teaching,No,No,1,0.9216480071652485
42886.0,25.0,1715.4393138242744,100-149,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.36
112998.5,80.5,1403.7079001605093,300-499,COPD,Nonprofit,Urban,Teaching,Yes,No,0,0.0
62646.0,24.0,2610.2489123962864,300-499,COPD,Nonprofit,Urban,Teaching,No,Yes,1,0.97
4339.5,4.0,1084.8722878192805,1-49,COPD,Nonprofit,Frontier,Non-Teaching,Yes,Yes,0,0.0033333333333333335
14965.0,39.0,383.7178503287563,150-199,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.006666666666666667
112998.5,80.5,1403.7079001605093,300-499,COPD,Nonprofit,Urban,Teaching,No,No,0,0.0
5637.5,7.0,805.3559923485824,50-99,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.10249067024929094
82844.0,62.0,1336.1933328720431,300-499,COPD,Investor Owned,Urban,Teaching,Yes,Yes,0,0.0
13380.0,22.0,608.1815417356629,200-299,COPD,Investor Owned,Urban,Non-Teaching,No,No,0,0.01
17158.0,17.0,1009.293523944986,150-199,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
43220.0,40.0,1080.4997298750675,300-499,COPD,Nonprofit,Urban,Teaching,No,No,0,0.006666666666666667
63151.0,40.0,1578.7746053063486,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
73413.0,36.0,2039.249433541824,200-299,COPD,Nonprofit,Urban,Teaching,No,No,1,0.9333333333333333
74166.0,30.0,2472.199175933608,300-499,COPD,Nonprofit,Urban,Teaching,No,No,1,0.9233333333333333
39333.0,24.0,1638.8743171357012,200-299,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.016666666666666666
53345.0,27.0,1975.740008985182,150-199,COPD,Nonprofit,Urban,Non-Teaching,No,No,1,0.7933333333333333
59695.0,30.0,1989.8326700557766,150-199,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9733333333333334
71708.0,73.0,982.3012353012006,300-499,COPD,Government,Urban,Teaching,Yes,Yes,0,0.0
45896.0,35.0,1311.313911053168,150-199,COPD,Government,Urban,Non-Teaching,No,No,0,0.02
34054.5,18.0,1891.9156156024358,100-149,COPD,Nonprofit,Urban,Non-Teaching,No,No,1,0.9133333333333333
23820.0,19.5,1221.5378351088025,100-149,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.05333333333333334
32229.0,23.0,1401.260260321626,50-99,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.38666666666666666
2837.0,2.0,1418.4929075354623,1-49,COPD,Government,Frontier,Non-Teaching,Yes,Yes,0,0.0
23943.0,20.0,1197.1494014252994,300-499,COPD,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.01
32425.0,41.0,790.8534656454962,300-499,COPD,Government,Urban,Teaching,No,No,0,0.0
28244.0,16.0,1765.2488967194397,100-149,COPD,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.8433333333333334
4834.0,4.0,1208.4969787575533,50-99,COPD,Government,Frontier,Non-Teaching,Yes,Yes,0,0.0033333333333333335
58831.0,56.0,1050.5533838297529,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,No,0,0.009740047431558103
73328.0,64.0,1145.7498209765904,300-499,COPD,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.0033333333333333335
68827.0,44.0,1564.249644488717,300-499,COPD,Government,Urban,Teaching,No,Yes,0,0.013333333333333334
51901.0,24.0,2162.540765608014,300-499,COPD,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9866666666666667
33076.0,52.0,636.0768007544614,500+,COPD,Government,Urban,Teaching,No,No,0,0.0033333333333333335
28108.0,21.0,1338.4755531068795,200-299,COPD,Nonprofit,Urban,Non-Teaching,Yes,Yes,0,0.05
67670.0,62.0,1091.4514368626715,300-499,COPD,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.0033333333333333335
13261.0,12.0,1105.082412431323,100-149,COVID-19 History,Government,Urban,Non-Teaching,No,No,0,0.023333333333333334
29420.666666666668,22.0,1337.302422438293,300-499,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.021134661112094357
30782.5,40.0,769.562307609423,150-199,COVID-19 History,Nonprofit,Urban,Teaching,No,No,0,0.013333333333333334
65082.0,59.0,1103.0845587992274,200-299,COVID-19 History,Government,Urban,Non-Teaching,No,No,0,0.016666666666666666
29479.0,30.0,982.633005788998,300-499,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.45647786922037253
42180.666666666664,39.0,1081.5552782336893,300-499,COVID-19 History,Government,Urban,Non-Teaching,No,No,0,0.05
28620.0,17.0,1683.5284214538697,150-199,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.006666666666666667
37801.333333333336,18.0,2100.0729073669036,100-149,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,1,0.9033333333333333
31745.0,22.0,1442.9538895664139,100-149,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.016666666666666666
110997.0,80.0,1387.4623265672092,300-499,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
66977.0,40.0,1674.4245813938546,200-299,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
24025.0,14.0,1716.070202806998,50-99,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,No,0,0.04
9708.5,5.0,1941.696116607767,100-149,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.84
8570.0,14.0,612.1424198982716,100-149,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.15
55911.0,49.0,1141.0405834611054,200-299,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.0033333333333333335
10039.0,8.0,1254.8734314082108,1-49,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.7480458786153316
41025.0,30.0,1367.4995441668186,100-149,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.35669833937178863
46164.333333333336,44.0,1049.1891554873132,500+,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
63404.333333333336,52.0,1219.3138680806665,200-299,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.10333333333333333
50722.333333333336,32.0,1585.072421331535,200-299,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.021310185501574097
16929.333333333332,12.0,1410.7766021306093,100-149,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,0,0.043333333333333335
63958.666666666664,36.0,1776.629136121536,150-199,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,1,0.8333333333333334
16776.666666666668,12.0,1398.0543905102302,100-149,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.06333333333333334
55450.333333333336,59.0,939.8359988978533,300-499,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.02
80788.66666666667,73.0,1106.693912325035,500+,COVID-19 History,Nonprofit,Urban,Teaching,Yes,No,0,0.0033333333333333335
35672.666666666664,10.0,3567.263099403567,1-49,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.9266666666666666
57338.0,48.0,1194.5414178038711,300-499,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.013333333333333334
47511.333333333336,21.0,2262.4433670904605,150-199,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9933333333333333
5907.0,4.333333333333333,1363.1507004214607,1-49,COVID-19 History,Investor Owned,Frontier,Non-Teaching,Yes,Yes,0,0.0
10314.0,8.0,1289.2483884395144,1-49,COVID-19 History,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.02
28371.0,20.0,1418.5492907253547,100-149,COVID-19 History,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.0
39829.0,16.0,2489.31094418066,100-149,COVID-19 History,Government,Rural,Non-Teaching,Yes,Yes,1,0.8933333333333333
7991.666666666667,7.666666666666667,1042.3899447087679,1-49,COVID-19 History,Government,Rural,Non-Teaching,No,No,0,0.016666666666666666
1610.0,2.0,804.9959750201249,1-49,COVID-19 History,Government,Frontier,Non-Teaching,Yes,No,0,0.0
28485.0,10.0,2848.4971515028487,150-199,COVID-19 History,Nonprofit,Urban,Non-Teaching,Yes,Yes,1,0.9766666666666667
6546.333333333333,8.0,818.290643803362,100-149,COVID-19 History,Government,Frontier,Non-Teaching,Yes,Yes,0,0.0033333333333333335
64106.0,42.666666666666664,1502.484022855307,100-149,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.02666666666666667
15535.666666666666,12.0,1294.6378100240472,50-99,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.3933333333333333
20035.333333333332,13.0,1541.1783016577167,1-49,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.023333333333333334
88985.33333333333,40.666666666666664,2188.163396353263,150-199,COVID-19 History,Nonprofit,Urban,Non-Teaching,Yes,Yes,1,0.9966666666666667
18720.666666666668,8.0,2340.080408232823,1-49,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.7480458786153316
18771.0,12.0,1564.2486964594198,1-49,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.023333333333333334
10002.666666666666,8.0,1250.3317704186202,1-49,COVID-19 History,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.7480458786153316
14433.0,8.0,1804.122744846569,100-149,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,1,0.007478276832673846
102466.66666666667,42.666666666666664,2401.561937133921,300-499,COVID-19 History,Government,Urban,Non-Teaching,No,Yes,1,0.9466666666666667
36011.0,26.0,1385.0379288315658,300-499,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.015321417932677986
12317.0,17.0,724.528985571185,300-499,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,0,0.02
57101.0,35.0,1631.4566767266635,300-499,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.2004716062696294
34882.0,50.5,690.7325364886066,300-499,COVID-19 History,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.01
65446.0,41.0,1596.2435131113382,300-499,COVID-19 History,Nonprofit,Urban,Teaching,Yes,No,0,0.005824003582624272
29986.333333333332,14.0,2141.879422467079,50-99,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,Yes,1,0.9933333333333333
3751.5,4.0,937.8726553183618,100-149,COVID-19 History,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.04
20267.0,12.0,1688.915259237284,200-299,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,0,0.12333333333333334
33361.5,14.0,2382.9625835981547,150-199,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,1,0.9566666666666667
46487.666666666664,30.666666666666668,1515.9016795972782,150-199,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.18333333333333332
9859.5,8.0,1232.4359594550508,100-149,COVID-19 History,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.043333333333333335
6710.333333333333,9.0,745.591764157299,100-149,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,0,0.002490670249290939
16033.333333333334,21.0,763.4916999245874,200-299,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,0,0.013333333333333334
39767.5,37.0,1074.7970068116197,500+,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
18635.5,9.0,2070.608810434655,100-149,COVID-19 History,Investor Owned,Urban,Non-Teaching,Yes,No,1,0.95
79359.66666666667,32.0,2479.9888083368305,300-499,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,1,0.6021609586430575
68964.66666666667,30.0,2298.8214559484036,500+,COVID-19 History,Nonprofit,Urban,Non-Teaching,Yes,No,1,0.9716542732500496
53635.333333333336,57.0,940.9705951513575,300-499,COVID-19 History,Nonprofit,Urban,Teaching,Yes,No,0,0.0
62426.5,49.5,1261.1411593654223,200-299,COVID-19 History,Nonprofit,Urban,Non-Teaching,Yes,No,0,0.03
61938.666666666664,41.0,1510.6988185287432,200-299,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
79005.0,53.0,1490.6600961018685,200-299,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.7167398455024102
40703.0,29.0,1403.5512401547448,300-499,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.00865475126601132
32344.666666666668,18.0,1796.9249276342996,100-149,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,1,0.9033333333333333
36378.0,15.0,2425.198383201078,200-299,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,1,0.8766666666666667
29577.0,10.666666666666666,2772.841150461422,150-199,COVID-19 History,Investor Owned,Urban,Non-Teaching,Yes,No,1,0.8666666666666667
72059.5,64.0,1125.9295115735138,300-499,COVID-19 History,Nonprofit,Urban,Teaching,No,No,0,0.0
35037.666666666664,29.0,1208.19498567989,300-499,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.00865475126601132
16074.666666666666,5.666666666666667,2836.700876410218,100-149,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,1,0.8433333333333334
54946.0,55.5,990.0178396364253,500+,COVID-19 History,Nonprofit,Urban,Teaching,No,No,0,0.0033333333333333335
47234.0,37.0,1276.5942495691215,300-499,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.10385699326879635
4946.5,4.0,1236.621908445229,50-99,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,0,0.01
6297.5,7.0,899.6415719406116,100-149,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,0,0.01249067024929094
77714.0,71.0,1094.5632261178555,300-499,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
57211.0,61.0,937.8850921499849,500+,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
12230.666666666666,8.0,1528.8314222940555,100-149,COVID-19 History,Investor Owned,Urban,Non-Teaching,No,No,0,0.007478276832673846
32363.666666666668,15.333333333333334,2110.672536517911,200-299,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,1,0.7813685153939087
31796.5,21.0,1514.1183266103208,200-299,COVID-19 History,Government,Urban,Non-Teaching,No,No,0,0.023333333333333334
6871.0,7.0,981.5700263285339,200-299,COVID-19 History,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.016666666666666666
18475.333333333332,12.0,1539.609828102921,150-199,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
46827.333333333336,41.333333333333336,1132.9190807453836,300-499,COVID-19 History,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.013333333333333334
23936.333333333332,27.0,886.530535852888,200-299,COVID-19 History,Nonprofit,Urban,Non-Teaching,No,No,0,0.01
